id,sentence,label
792_12,I love the universal app approach.,0
792_13,But my WP app need an alarm.,0
792_14,I found in msdn that the alarm manager class is not supported.,0
792_15,So I have to stick to sliverlight8.1.,0
792_16,When will the alarm feature be implemented in winrt to support the phone?,0
792_17,"I found one interesting thing when I try to install my apps of 3 different types (WP Silverlight 8, WP Silverlight 8.1 and Universal App) to the SD card.",0
792_18,"First of all, I set to store new apps on SD card in Storage Sense, then start to install this three apps.",0
792_19,"After installation, what I can see: [WP Silverlight 8 app] It was installed on the Phone, but you can move it to SD though Storage Sense.",0
792_20,"[WP Silverlight 8.1 app] It was installed on the Phone, but you can NOT move it to SD though Storage Sense.",0
792_21,[Universal App] It was installed on the SD directly.,0
792_22,[Universal App]_ï¿__ more,0
792_23,Hate turning down games and music volume then I can't hear my phone ring later when i forget to turn volume back up,0
792_24,Add 2 more properties for gridviews controls.,1
792_25,- Boolean AdaptItemHeight - Integer MaxNumberOfColumns With AdaptItemHeight set to true the height of the gridviewitems can be variable.,0
793_1,The item will adapt its height to the content.,0
793_2,With MaxNumberOfColums you can limit the number of columns.,0
793_3,This property is especially usefull when AdaptItemHeight is set to true.,0
793_4,I'm a bit surprise by the Action Center.,0
793_5,I think it should have been thought more to be like BB10 Hub.,1
793_6,"Right now, it just double the experience with what the live tiles provide.",0
793_7,It's nice to have a notification from a news for example and be able to read a short extract but it should go further in the experience - dynamic and rich notifications - displayed on a gesture on the left side of the home screen (from edge swipe such as W8.1 does for apps running) - make the lock screen customizable with more than only 5 app and make the icons openable on tap (instead of unrolling the notif center form top) I'm a bit surprise by the Action Center.,0
793_8,It's nice to have a notification from a news for example and be able to read a short extract but it should go further in the experience - dynamic and rich notifications - displayed on a gesture on the left side of the home screen (from edge swipe such as W8.1 does for apps running) - make the lock screen customizable with more than only 5_ï¿__ more,0
793_9,It would be much more comfortable to be able to read the entire notification in the center of notifications for wp8.1,1
793_10,Currently its very hard to debug Hybrid and Webapps.,0
793_11,"When you create a webview you simply cannot see the DOM or any normal information to see whats going on, what goes wrong and why it goes wrong.",0
793_12,Platforms like iOS and Android now feature means to debug your webview via the desktopbrowser.,0
793_13,When you connect an iPhone to a mac you can view the webview from Safari by going to Develop->Debug.,0
793_14,"And voor Android devices you open Chrome and go to ""about:devices"".",0
793_15,"This gives webdevelopers a very easy way to debug their applications and to see what goes wrong (and with IE10 a lot can go wrong, IE11 is better but still not as easy to make cross-platform apps run like on Android and iOS).",0
793_16,Having the means to inspect your app or site needs to be improved greatly.,1
794_1,"You can now only see the console (but you need to manually put things in console as it doesn't show errors), not even the DOM.",0
794_2,"Let alone inspect resources, timeline and html/css/javascript errors.",0
795_1,"With frameworks like Angular, Node, jQuery, etc becoming more popular, we really need means to debug our apps to provide the best web experience.",0
795_2,This gives webdevelopers a very easy way to debug their applications and to see what goes wrong (and_ï¿__ more,0
796_1,"Currently, apps can be transferred between accounts (retaining, I believe, all ratings, users, app id, etc).",0
796_2,This can be done through a support ticket.,0
796_3,"HOWEVER, apps with in-app purchases are not eligible to be transferred.",0
796_4,Not even if the IAPs are completely removed from the app and deleted from the developer account.,0
796_5,"If the app EVER had an IAP, it is not eligible for transfer.",0
796_6,"I understand why this might not have been a high priority, but as the platform grows it seems absolutely necessary.",0
796_7,I have apps I would like to transfer (which had IAPs) but I cannot do so.,0
796_8,The reason I removed the IAPs was to make the apps eligible for transfer.,0
796_9,Quite unfortunate.,0
796_10,Reasons to transfer an app: - Transfer ownership to a different person or group + Ex: An app is purchased by a different company.,0
796_11,"Ideally, it would be great to transfer an app including its IAPs, all intact.",1
796_12,"Logistically, I can imagine the nightmare that might be.",0
797_1,"At the very least, if IAPs are removed from the app and deleted from the dev account, the app should become transferable.",0
797_2,I have apps I would like to transfer (which had IAPs) but I cannot do_ï¿__ more,0
797_3,The copyFolderAsync method is missing in WinRT for some non-obvious reason.,0
797_4,See my example implementation here: http://social.msdn.microsoft.com/Forums/windowsapps/en-US/7aeb4791-3f5b-4e18-93be-0b6191cf6b72/code-snippet-storagefoldercopyfolder-method?forum=winappswithhtml5,0
797_5,"On lumia 925, i am running: OS: 8.10.12382.878 Firmware revision number: 3051.4000.1345.1003 Hardware revision number:0.5.0.1 Radio software version: 3.2.0407.1 Chip SOC version: 8960 The problem occurs when i read my emails, which are pulled form microsoft exchange server, using built in exchange client.",0
797_6,"The problem is of following nature: as i amreading a long corespondence mail, with multiple reply to all's, when i press the ""back"" button, screen goes black, does not go back to mailbox view.",0
798_1,"As i press ""home"" button, it takes approx 5 seconds, for home screen to appear.",0
798_2,"Any ideas, how do i report this, or is this developer forum THE place?",0
799_1,"Br, Dejan Hi!",0
799_2,"Any ideas, how do i report this,_ï¿__ more",0
799_3,Put back all games in games folder,1
799_4,"When you apply new policies on already existing, especially if it is related to name, all the existing credibility and market is lost.",0
799_5,"App is in store with current policies at that time, there is no point applying new policies and make developer to work on old stuff.",0
799_6,"When you are developing an app, the generic policies will make sense.",0
799_7,"But when a developer submitted an app and it's failing for a reason/policies, it's worth sending a developer exactly what happened with his/her app.",0
800_1,"What are the things went wrong, rather than saying your app failing on 2.11 (it's generic message) will be no use, as the app is already developed reading these policies and with the understanding of these policies.",0
800_2,"If you simply say an app failed with the policy number 2.11 or so, what can a developer benefit out of it, rather he will be more confused and after a couple of times, it will be frustrating.",0
800_3,"After a little while, developer may think that, anyway they are not going thru, what's the point in spending time here.",0
801_1,"Be responsible and give more & specific details, why an app failed rather than pointing a policies which talks about several things.",1
801_2,"May be this works with a firm/company, but for independent developers you are the source & you are the helper.",0
801_3,"If you simply say an app failed with the policy number 2.11 or so, what can a developer benefit out of it, rather he will be more_ï¿__ more",0
802_1,Windows 8 phone default calculator is annoying without being able to copy and paste numbers into the calculator app.,0
803_1,"I find myself having to manually tab out get figures, enter them in.",0
803_2,Easy fix add copy and paste function for adding figures and copying out figures.,1
803_3,Windows 8 phone.,0
803_4,Needs copy & paste functions to import export figures in and out of the calculator.,1
803_5,Copy any number of the internet / documents and try and put it into calculator app.,0
804_1,You will find you have to do it manually.,0
805_1,I would be convinient if the copyAndReplaceAsync method would return something similar to the copyAsync method.,1
805_2,Namely the file that was replaced.,0
805_3,It would make chaining additional operations much more easier!,0
805_4,"Having to RE enter things like version number, application name, etc when submitting a new app is just grounds for making mistakes.",0
806_1,"In the App manifest I've already put the version number, and I've already put the application name.",0
806_2,"When I upload this XAP to the store, look at the manifest and pre-populate the corresponding fields in my submission instead of giving me a chance to mismatch them.",0
806_3,My wifi is terrible after 8.1 update.,0
806_4,I used to get wifi in my whole yard.,0
806_5,Now I can get it standing outside the wall from the router.,0
808_1,"My idea - Large size of tiles - Interactive live tiles, we can next, pause, prev songs at xbox music live tiles, read mail without open app, etc... - Photo background, (no more dark or light), like windows 8.",0
808_2,Let's make windows phone more colorful !,1
809_1,"- All apps can be sort by name, date installed, most used,... - Official app folder for all windows phones - Name group like windows - Why not make settings like control panel in windows 8 ?",1
810_1,"It's some idea, please VOTE !!!",0
811_1,It's some_ï¿__ more,0
811_2,"With windows phone 8 (I have a Nokia Lumia 820) if I send an email with attached a small picture, in the email that I receive the size of the attachment change depending on the body of the email.",0
812_1,Seems that the body is included in the image attached.,0
812_2,Try to send the same attachement with 2 different email one with a line in the body and another with a lot of lines and see the difference in the attachement size.,0
812_3,Currently when the dialogue with first level of Windows Phone Store support is broken there is not any option to reach higher level and talk with someone who could resolve any kind of misunderstanding.,0
812_4,Windows Phone Support team can simply refuse further communication and everything stops there.,0
812_5,And unbelievably they are doing exactly that.,0
812_6,Azure support system is a very good example how this should work.,0
812_7,In every communication emails the support officer's manager and generic escalation emails are included.,0
812_8,Please do the same for Windows Phone Store unless you want to leave the developers and therefore the end users let down because of sub-pair support quality.,1
812_9,"Microsoft has to understand that refusing adequate support to developers will strike back as thousands of customers, who are using that same publisher's applications will be left without further updates and improvements.",0
812_10,Please do the same for Windows Phone Store unless you want to leave the developers and therefore the end users_ï¿__ more,1
812_11,The ability to have video on Live Tiles.,0
813_1,"For instance instagram, vimeo videos.",0
813_2,"Goals of the week, of the favourites teams.",0
813_3,Best plays.,0
814_1,That would rock live tiles capabilities to extreme...,0
814_2,"Add PinchIn and PinchOut events, they are common events.",1
814_3,Make the wallet app back to where it was I miss putting notes on the accounts and miss the bar codes And in other feedback anyway to get Cortina to read emails too?,1
814_4,When I play a video in silence it makes an annoying click sound when I want to skip a part of the video.,0
814_5,On my lumia 925 with wp8.1,0
814_6,Please develop a new type based on string(i.e.,1
814_7,LocalizationString) that will harness the Bing Translator API at the time of download by lazy translating the text into the device's local language and saving the translation dictionary of that app for future downloads of that locality or retrieve the existing copy of the app in that locality.,0
814_8,There are some bugs in notification center.If there are so many notifications in notification center then it lags when i scroll it down.. i don't know that others are facing this problem or not but i think its a major issue...,0
814_9,I found something (which I think of as serious security bug).,0
814_10,I'll start with the fact that I've got NOKIA L920 ith WP8.1 preview for developers.,0
814_11,"What else could be important is that I've set additional security code (so I've got two codes, first for SIM card and second my own internal code which should be typed after a long time of phone inactivity).",0
814_12,"I noticed that after the reboot of my mobile phone I can skip SIM code (simply by pulling the screen down - like clsing an app), and then i only need to type my internal code (in about 3/4 cases SIM code panel will pop up, but in the other 1/4 no).",0
814_13,"I can use all phone features except calling, but getting access to other data is terrifying too.",0
814_14,I checked it a few times.,0
815_1,So my concern is that what will happen when someone uses only SIM code?,0
815_2,And what may cause that phenomenon?,0
816_1,"I noticed that after the reboot of my mobile phone I can skip SIM code (simply by pulling the screen down - like clsing an app), and then i only need to type my internal code_ï¿__ more",0
817_1,Currently windows phone is very restricted for developers.,0
817_2,It is not at all flexible.,0
817_3,"Whatsapp cant send audios, truecaller cant interpret incoming calls, we cant access the list of apps installed and numerous others too.",0
817_4,all this is because of a simple reason 'Security' which is important in corporate companies but casual users are more out there.,0
817_5,they shouldn't be restricted like this.,1
817_6,so please develop two variants of windows phone OS.,1
818_1,"Enterprise which will be the one that we have today and a basic version will be more flexible, more open for users and developers",0
818_2,Make SD boot fresh each time phone is restarted or double files with nothing in them to play then error 80070057,1
819_1,"Start button for notification light .. Calls , msg, all notification",0
819_2,"When using MapElement derived controls, such as MapPolygon, expose a Tap event.",0
820_1,In the event arguments allow some type of identification of the backing object -- such as the Tag property.,0
820_2,"Or don't make these objects sealed, so that we can add the needed functionality ourselves.",0
821_1,WP need to provide API'S that allow developers to develop apps like APP locker (That locks specific apps)..Using phone with lock not enough.,1
821_2,"Hi, Please add the From To options right after ""Download new email"" under each email account to specify when the phone is allowed to check emails.",1
821_3,Due to some spam emails the phone alerts me about new emails in the middle of the night.,0
821_4,It's extremely annoying.,0
821_5,Even my old phone Nokia E71 running on Symbian had an opportunity to specify the time period during which new emails will be checked.,0
822_1,"The new Geolocator API and implementation is so unreliable, that it can't be used with any confidence in a product.",0
822_2,Problems I have encountered: 1) While using PositionChanged event Geolocator.ReportInterval seems to be ignored.,0
823_1,"The simulator does a reasonable job of honouring the reporting interval, phones seem to ignore it completely e.g.",0
825_1,"ReportInterval set to 1 second, the phone would regularly take 30 - 45 seconds and sometimes minutes to report.",0
826_1,As a developer I expect the ReportInterval to be honoured with a high degree of accuracy.,0
826_2,"If the Phone doesn't have an accurate location, simply return what it does have.",0
827_1,"2) GetPositionAsync() and GetGeopositionAsync(TimeSpan, TimeSpan) regularly never return.",0
827_2,"Because the event based location reporting is unreliable I have tried to use these APIs instead, unfortunately they are also unreliable.",0
827_3,The GetGeopositionAsync method will work maybe 15 times in a row and then simply stop working and never return... despite having a timeout parameter!??,0
828_1,3) In general the API is poorly designed.,0
828_2,Changing properties on an active Gelocator causes exceptions.,0
829_1,Getting the Geolocator to actually do something requires getting the magical (and undocumented) setting of properties correct and then attaching event handlers i.e.,0
829_2,the API is too implicit it works on side-effect rather than deliberate commands.,0
829_3,"If the Phone doesn't have an accurate location, simply return what it does_ï¿__ more",0
830_1,"While i was trying to generate the project from the App studio, it just hung.",0
831_1,It is showing the status 'generating' for the past 1 hour.,0
831_2,"The Online Media extensibility is fantastic, however it would be better if you allowed more sorting abilities for albums, pictures and videos.",0
831_3,Currently the sorting is: Albums = Title Acsending Pictures & Albums = CreationTimestamp Acesending It would be good if there was more sorting (either via the photo hub or via code) which allows all items to be sorted title\creation timestamp\last updated timestamp ascending\descending.,0
834_1,"Hi, forcing all WP8 apps upgraded to WP81 to behave differently on resume is causing me massive headaches.",0
834_2,Pleas allow in the WMappmanifest a selection box to force legacy resume mode so my WP81 app can function just as it did in WP8.,1
834_3,PLEASE!!!!!!!,0
834_4,Thanks!!!,0
834_5,"Selecting ""Apps updated"" message in Windows Phone 8.1 notification center should jump directly to app download history, instead of jumping to the Store app but not showing the history.",1
834_6,"Currently three additional but unnecessary actions are required to show the downloads history (after '.. Apps updated' was selected in notification center): 1 expand menu bar, 2 select downloads, 3 swipe to history:",0
834_7,Please provide a Quick Menu for Windows Phone - something comparable to Win-x menu in Windows 8(.1) but with possibility to edit and add menu items by the user.,1
834_8,The menu should be triggered by press-and-holding the standard Windows key.,1
834_9,That key combination is still free and the most logical place for a quick menu.,0
834_10,Make It possible to choose different sounds for different apps.,1
834_11,example.,0
834_12,Whatsapp and other apps use the default sound.,0
834_13,all other messages,0
834_14,"For example app submission/certification gives you ""There was a problem processing this request.",0
834_15,"Please try again after a few minutes"" in Firefox.",0
834_16,It worked in IE11 then.,0
834_17,It either does not play the short sound effect or plays it seconds too late.,0
834_18,I then used SharpDx for my app.,0
834_19,I also couldn't create a Mediaelement in Codebehind because it needs a strange path for phones and throws an exception.,0
834_20,Hey I thought it would be really useful if users could add a homepage to their Internet Explorer for their WP like they would on a desktop/PC,1
834_21,"As an app publisher in South Africa, I am currently unable to get any sort of proper tax invoice for purchases made through my developer account.",0
834_22,This makes me incredibly unpopular with my accountant!,0
835_1,Would it not be possible to generate a simple invoice and email it to me?,0
835_2,Currently MS only seems to send snail mail invoices and only to certain countries (way to go in leading the way with technology in business!!),0
835_3,"Anyway, Im sure that Im not the only one who has this issue so if we could look at some email invoices it would be great.",0
835_4,"Because I receive a lot of spam flashSMS which I delete immediately, I need a possibility to add phone numbers to blocked list manually.",1
835_5,"I cannot pick the number from unanswered calls or somewhere else, because those numbers are not stored in my phone.",0
835_6,"Hi, Currently WP8.1 allows to backup images so that low quality via data or high quality via wifi.",0
835_7,"For security reasons, I'd really like to see an option that if the high quality backup via wifi is enabled and if the phone is not currently connected to wifi, then the phone automatically creates resized (smaller) photo and uploads it via data to the cloud and then delete's the resized photo from the phone.",1
835_8,"Then, when the phone finds wifi and is able to connect, it back up the original high quality picture and deletes the resized photo from the cloud too.",0
835_9,How's that for security?,0
835_10,Lets assume the phone is set not to automatically connect every available wifi network or there is no free wifi available.,0
835_11,"If the phone is stolen, and it is password locked, it's still possible to take photos (if enabled).",0
835_12,"The thief may take a photo, but if only the wifi backup option is enabled, but there is no wifi available for the phone, then the picture stays in the phone.",0
835_13,"But if it were possible to automatically resize the image in the phone and upload it via data, then it would be available for the phone's real owner.",0
835_14,The thief could take a picture of him/herself (then it can be given to police) and/or give idea of his/her location.,0
836_1,"Then, when the phone finds wifi and is able to connect, it back up the original high quality picture and deletes the resized photo from the cloud_ï¿__ more",0
836_2,Please add the possibility to open HTML files that are located in the folders in the phone's memory.,1
836_3,Lumia 925 running on wp8.1 with all the updates has extremely bad gsm (both 3g and 4g) signal reception.,0
836_4,"My previous phone Nokia e71 with the same (uncut) sim card had full bars, then my L925 has only 1, sometime 2 bars.",0
836_5,"Out of city where e71 had normally 4 bars, the L925 gets 1 bar and often even loses that, saying no signal.",0
836_6,At the same time other mobile phones working under the same operator have strong 4-5 bar signal.,0
836_7,If this is a bug in wp8.1 then please fix it.,0
836_8,"If it's a hardware problem, then I'm going to return my phone.",0
836_9,"If it's a hardware problem, then I'm going_ï¿__ more",0
836_10,I hope I can pause or play music on live tiles_ï¿__,0
836_11,OpenXML SDK Office for WinRT ï¿__ Office Primary Interop Assembly Classes for WinRT,0
836_12,It seems some background apps like skype and facebook (all versions up to date) close themselves after a while they have run on background.,0
836_13,I wonder what may cause this.,0
836_14,At home I use wifi.,0
836_15,"Could it be that when I leave home and phone switches to 4G, the switch causes apps to close?",0
836_16,My phone (Lumia 925) has WP8.1 with all updates.,0
836_17,"Or, is the no of background apps limited and oldest ones are being closed when new ones (including menues left open) come on?",0
836_18,Can there please be an app that denies access to an app unless given a correct pin?,1
836_19,Android has third-party apps that can block your apps/games with a password.,0
837_1,"Can Microsoft Corporation make a similar app, please?",1
837_2,I would really appreciate it.,0
837_3,"Thanks, and don't forget to vote",0
837_4,I would like to be able to pull in Bing news search results for a specified keyword,1
837_5,"We should be able to use descriptive text overlays in our screenshots, it allows us to better point out what the screenshot is showing.",1
837_6,Touch screen is way too sensitive after 8.1 upgrade.,0
837_7,"Hi is it possible to add ""proceeds since last payment"" information in the windows phone dev center applications",1
837_8,I would like to get Short videos in fullscreen instead of picture on Lockscreen.,1
837_9,Just like Stardock's Deskscapes for Windows PC's.,0
837_10,"You get to choose what video you like and it plays over and over again,the trick is to not notice the end and the start of the video,easiest to do on waterfall videos...",0
837_11,"I hope you like the idea,i bet many people would like to have spinning earth,wind blowing,river streaming,waterfalls,etc on their lockscreen.",0
837_12,Please let me know is it possible to do.,0
837_13,"In the current version anyone can read or remove notifications when screen is locked, without knowing the password.",0
837_14,The location icon appears at the top but had not been selected or activated.,0
838_1,"Why only APPS, Pictures, Music & Videos can get saved to SD card?",0
839_1,How about downloaded Maps too?,0
840_1,It would be nice to be able to load XAML from string without freezing UI - it could easily take over 200ms to load a short bit of XAML.,1
840_2,It would be extremely helpful if the reminder/alarm API supported creating a reminder for specific days of the week.,1
840_3,"Example: Create a reminder that starts today, ends in month, and reminds the user every Tue.",0
840_4,"Hi , Currently dev have no option to render its own Pdf with text and images.",0
840_5,I have seen a open source but it didn't work either .,0
840_6,Link : https://github.com/MishaUliutin/MuPDF.WinRT Please provide a way to render Pdf and display it in PDF viewer control.,0
842_1,As popular platform like Apple IOS already did this for its devs.,0
842_2,So please consider this request.,0
843_1,"Regards,",0
843_2,"Maps, Here Drive stopped working on 8.1 prev.",0
843_3,"On config / maps settings, the device restarts.",0
843_4,Device: Lumia 625,0
843_5,Aplicaciï¿__n oficial de Telegram (que existe en Android) para Windows Phone ya que es una app que se esta comenzando a utilizar mucho.,0
843_6,Si WP tuviera una oferta de aplicaciones de mensajerï¿__a y herramientas tan amplia como los demï¿_ï¿_s SO seguramente seria una buena competencia.,0
843_7,"La mayorï¿__a de las aplicaciones estï¿_ï¿_n en ingles, muchas limitan sus capacidades.",0
843_8,It's not currently possible to access the wireless radio in ways that would be useful for auditing a wireless network.,0
843_9,http://forums.wpcentral.com/windows-phone-apps/235446-wi-fi-analyzer-possible-wp8.html,0
843_10,currently we can't change and schedule the price for a limited time (free or 50% off ...) .,0
843_11,"If you change the price, it need to pass certification again.",0
843_12,It was good if we could set the app or in-app product to be free for one day for example and return back after that.,1
843_13,open up to more platforms to make this phone actually works with the project my phone feature,0
843_14,I understand that it makes sense to only show app reviews only in those countrys were they come from.,0
843_15,E.g.,0
844_1,a German review should only be shown in Germany (and maybe in Switzerland and Austria).,0
844_2,"What I don't understand is, that you also showing the app rating in countries, were they come from.",0
845_1,For example: An app has 20 ratings.,0
846_1,"15 from Germany (all with 4 stars), 1 from USA (1 star) and 4 from France (5 stars) If you now open the app in the Windows Phone Store from Germany, you will see a total app review rating of 15 (4 stars).",0
846_2,"If you open the app in the US Windows Phone Store, it shows only 1 rating with 1 star.",0
846_3,In France it shows 4 ratings with 5 stars and in all other countries it shows 0 ratings!,0
846_4,The total rating should be equal worldwide!,0
846_5,:-) I understand that it makes sense to only show app reviews only in those countrys were they come from.,0
847_1,"15 from Germany (all with 4 stars), 1 from USA (1 star) and 4 from France (5 stars) If you now open the app in the Windows Phone Store from Germany, you will see a total app review rating of_ï¿__ more",0
847_2,Setting time for a new reminder in the calendar app is not possible.,0
847_3,Always resets to 20:00.,0
847_4,"8.1, German localization",0
847_5,"Right now it is very difficult (and completely undocumented) to determine if a photo or picture is marked as a favorite by a user, or to retrieve a list of favorites (similar to getting the list of pictures in the KnownFolders.CameraRoll, etc).",0
847_6,"If a user has taken the time to mark pictures as favorites, we should celebrate that and make it simple for developers to use that in their own applications.",0
847_7,"When you use the PhotoChooserTask and specify a PixelWidth and PixelHeight, when an image is chosen, the user is provided with a cropping tool that is outstanding and difficult to duplicate.",0
847_8,Please provide a PhotoCropTask that takes an Image(Byte[]) and provides the same crop tool.,1
847_9,Include a PixelHeight and PixelWidth as optional parameters so an aspect ratio can be included.,1
847_10,"Microsoft should do approach with developer aplication service and makers of office space in order to them to make the aplication run on Windows Phone 7, 7.5, 7.8, 8, 8.1 for all brand (Nokia, HTC, Samsung etc)",1
848_1,"I understand you have security considerations to consider, however i cannot think of any reason we should not be able to check if a sms is received.",0
849_1,"Extend the ScheduledNotification.RecurrenceType options beyond Daily, Weekly, Monthly, EndOfMonth, Yearly to allow more options: For example, every 4 days, every 2 weeks, every Quarter, every 6 month, etc.",1
850_1,Maybe by having a frequency parameter so for each of the existing RecurrenceType types (i.e.,0
850_2,"Frequency=4 for every 4 days, Frequency=2 for every 2 weeks, etc.",0
850_3,).,0
850_4,The new way to move the cursor with the finger to edit a word is terrible in Win8.1.,0
850_5,Please come back with previous solution.,1
850_6,Why doesn't WP create albums?,0
850_7,I thought the ability to create albums in 'photos' would really help users be more organized in storing their photos.,0
851_1,Please vote if you agree.,0
851_2,We can open a pdf in webview by html file.But we cannot open pdf file from a url with .dpf extension.,0
852_1,"A developer should be able to run an emulator instance outside of the developer's environment, and be able to connect/deploy/debug into that remote VM.",0
852_2,"Potential scenarios: - Developer doesn't have SLAT on their machine and wants to run the VM on a SLAT capable machine/server - Developer is running their dev environment in a virtual environment (e.g., local Hyper-V, remote Hyper-V, Parallels) and wants to run the emulator in another child VM on the same physical host they are running on (since she can't run a VM inside of a VM) - The ability to run a dev environment fully remote A developer should be able to run an emulator instance outside of the developer's environment, and be able to connect/deploy/debug into that remote VM.",0
852_3,"Potential scenarios: - Developer doesn't have SLAT on their machine and wants to run the VM on a SLAT capable machine/server - Developer is running their dev environment in a virtual environment (e.g., local Hyper-V, remote Hyper-V, Parallels) and wants to run the emulator in another child VM on the same physical host they are running on (since she can't run a VM inside of a VM) - The ability to run a dev environment fully_ï¿__ more",0
853_1,It would be cool to allow the ApplicationBar to have more icons available.,1
853_2,"So it could stick with the same 4 row limit but could allow for wrapping so if there were 7 items, the applicationbar would expand to allow for the 2nd row of icons.",0
853_3,"It would be also cool to allow for more than one application bar per page, so you could specify one at the top, left, bottom or right.",1
855_1,The bottom could be quick links while the top or left side could be used for navigational purposes.,1
855_2,"Please Combine All Windows Phone SKDs into one installation File, so people download only one file and then check each version of WP SDKs that they want to install.",1
855_3,It will help to reduce misunderstandings.,0
855_4,"Like Android and iOS Right now, most of the people confused and built app compatible with WP 7.5 instead of WP 7.8",0
856_1,"Hi, I think it's useful if both windows phone 8.x and windows 8.x will have a similar way to access filesystem content and implement ALL the APIs here: http://msdn.microsoft.com/en-us/library/windows/apps/hh465199.aspx http://msdn.microsoft.com/en-us/library/windows/apps/hh464978.aspx http://msdn.microsoft.com/en-us/library/windows/apps/windows.storage.knownfolders.aspx http://msdn.microsoft.com/en-us/library/windows/apps/jj218966.aspx In particular, having only the possibility of accessing media files through the XNA API doesn't deliver a UX on par with other platforms.",0
856_2,"As an example, we have a media player app for iOS, Android, Windows 8.1 that does some sound processing and mixing between mp3 files available in the library and the recording of the mic.",0
856_3,"Currently, it is not possible for us to release this feature for windows phone, too, and this makes our loyal WP fans frustrated... Hi, I think it's useful if both windows phone 8.x and windows 8.x will have a similar way to access filesystem content and implement ALL the APIs here: http://msdn.microsoft.com/en-us/library/windows/apps/hh465199.aspx http://msdn.microsoft.com/en-us/library/windows/apps/hh464978.aspx http://msdn.microsoft.com/en-us/library/windows/apps/windows.storage.knownfolders.aspx http://msdn.microsoft.com/en-us/library/windows/apps/jj218966.aspx In particular, having only the possibility of accessing media files through the XNA API doesn't deliver a UX on par with other platforms.",0
857_1,"Currently, it is not possible for us to release this feature_ï¿__ more",0
857_2,A translate this website button like is has on desktop and chrome also would be much helpful on a mobile device,0
857_3,"Hi Please extend Song Class with more useful properties such as LastPlayedDate, AddedDate.",1
857_4,And optimize SongCollection to support similar filters.,1
857_5,"These properties will allow developers to introduce many useful features such as Auto playlists, and it'll also help xbox team to bring back ""Recently Added"" feature.",0
857_6,"Full unsafe code support would: 1) Allow more code to be shared across platforms, and 2) Increase the performance of applications that needed it.",0
857_7,"Here's a use case example: I'm the author of BEPUphysics, a real-time simulation library.",0
857_8,I wish to support many platforms as best I can with as much common code as possible.,0
857_9,"Unfortunately, in the current situation, I can't have the best of both worlds.",0
857_10,"If my goal is optimal performance, I must maintain separate codebases for a bunch of low-level queries and data structures.",0
857_11,"On the other hand, if my goal is as much common code as possible, I'm forced to use the suboptimal lowest common denominator, crippling all of the other platforms.",0
857_12,"Over time, these competing motivations have resulted in a codebase that is harder to maintain yet still isn't as fast as it could be.",0
858_1,"While using C++ could provide the necessary access and performance, many of the potential uses in simulation are sufficiently fine-grained that dropping to C++ from C# repeatedly is at best horribly messy and at worst actually slower.",0
858_2,"(A full native implementation would address the performance side of things, but I can't justify the massive expense of porting for just one platform.",0
858_3,It would also destroy a lot of value for the C#-based users of the library.),0
858_4,"Even if fallbacks had to be kept around to support other platforms that didn't allow unsafe code, enabling unsafe code on the phone would allow it to use the same efficient implementations as the PC.",0
858_5,This would be very useful in the resource constrained environment of a phone.,0
858_6,"On the other hand, if my goal is as much common code_ï¿__ more",0
858_7,"When in a busy place, Cortano doesn't understand anything.",0
858_8,Please improve that,1
858_9,"I often fiddle with the price of the In-App Purchase(IAP) in my WP app, to try and find the most profitable compromise between price and #of purchases.",0
858_10,"At present I have to manually record when I change the price, as there appears to be no way to track this in the dev portal, which seems strange given all the other info that is provided in the exported Excel file.",0
859_1,"Ideally I would like to see a graph with both #of purchases and purchase price plotted against time, this would allow me to quickly see a change in rate of purchase vs price.",1
859_2,"Ideally I would like to see a graph with both #of purchases and purchase price plotted against time, this would allow me to quickly see a change in rate of purchase_ï¿__ more",1
859_3,I think there should be a casual genre section as a lot of apps don't fall into any specific section already listed.,1
859_4,I installed the Chinese quick keyboard.,0
859_5,"When I tried to use it to text someone, the OS keeps on crashing and restarting.",0
859_6,Nokia Lumia 820 | windows 8.1,0
859_7,A lot of different apps are needed to wake up in exact time and do something.,0
860_1,"For example, timer and alarm apps.",0
860_2,So we need improvement TimeTrigger class with AlarmApplicationManager accuracy.,1
861_1,And it should be possible to wait these triggers for many apps in the same time.,0
862_1,For RSS allow us to set custom settings for notifications and also allow us to enable the settings for users so they choose if they want notification or not.,1
863_1,"Or allow infinite scrolling instead of default of 20 items, when a user scrolls down the list.",1
863_2,You've forgotten to change that icon,0
863_3,At the moment anyone breaking through quiet hours does so at full volume.,0
864_1,That could be disruptive in a meeting.,0
864_2,Why not add a setting to the inner circle that allows me to turn off the ringtone and let it vibrate only.,1
865_1,"Just a simple switch that says to the OS, during quiet hours only use vibrate mode to alert me of a call or SMS breaking through.",0
865_2,"the podcast app in windows phone 8.1- if I stop a podcast and start another, the bookmark for the previous podcast goes away and I have to search to find where I left off on the first podcast.",0
866_1,please make bookmarks for podcasts persistent after moving to another podcast and coming back.,1
866_2,It will be very useful if user can scan custom QR code from other screen or poster from phone Search / Vision function and launch app via associated URI saved in QR code.,1
866_3,According to documentation it is only possible using NFC (http://msdn.microsoft.com/en-us/library/windowsphone/develop/jj206987(v=vs.105).aspx#BKMK_URIassociations),0
867_1,Microsoft does not have it's own direction navigation app.,0
867_2,Third party apps does not provide accurate direction.,0
